2024-03-10 17:34:30,129 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-03-10 17:34:30,159 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-03-10 17:34:30,160 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2024-03-10 17:34:30,160 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2024-03-10 17:34:30,166 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-03-10 17:34:30,167 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-03-10 17:34:30,167 INFO  SwAddin.cs: 201 - Setting up command manager
2024-03-10 17:34:30,168 INFO  SwAddin.cs: 204 - Adding command manager
2024-03-10 17:34:30,169 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-03-10 17:34:30,170 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-03-10 17:34:30,170 INFO  SwAddin.cs: 210 - Adding event handlers
2024-03-10 17:34:30,186 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-03-10 17:36:37,232 INFO  SwAddin.cs: 294 - Assembly export called for file µ×ÅÌ
2024-03-10 17:36:38,967 INFO  SwAddin.cs: 313 - Saving assembly
2024-03-10 17:36:45,775 INFO  SwAddin.cs: 316 - Opening property manager
2024-03-10 17:36:45,793 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from µ×ÅÌ
2024-03-10 17:36:45,799 INFO  ExportHelperExtension.cs: 1136 - Found 31 in µ×ÅÌ
2024-03-10 17:36:45,799 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in µ×ÅÌ
2024-03-10 17:36:45,800 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-03-10 17:36:45,801 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2024-03-10 17:36:45,811 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from µ×ÅÌ.STEP-1
2024-03-10 17:36:45,812 INFO  ExportHelperExtension.cs: 1136 - Found 183 in µ×ÅÌ.STEP-1
2024-03-10 17:36:45,812 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in µ×ÅÌ.STEP-1
2024-03-10 17:36:45,813 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 280ÔÆÌ¨.STEP-1
2024-03-10 17:36:45,813 INFO  ExportHelperExtension.cs: 1136 - Found 146 in 280ÔÆÌ¨.STEP-1
2024-03-10 17:36:45,813 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 280ÔÆÌ¨.STEP-1
2024-03-10 17:36:45,814 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from µ×ÅÌ
2024-03-10 17:36:45,815 INFO  ExportHelperExtension.cs: 1136 - Found 31 in µ×ÅÌ
2024-03-10 17:36:45,816 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in µ×ÅÌ
2024-03-10 17:36:45,816 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-03-10 17:36:45,817 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2024-03-10 17:36:45,817 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from µ×ÅÌ.STEP-1
2024-03-10 17:36:45,951 INFO  ExportHelperExtension.cs: 1136 - Found 183 in µ×ÅÌ.STEP-1
2024-03-10 17:36:45,952 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in µ×ÅÌ.STEP-1
2024-03-10 17:36:45,952 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 280ÔÆÌ¨.STEP-1
2024-03-10 17:36:45,952 INFO  ExportHelperExtension.cs: 1136 - Found 146 in 280ÔÆÌ¨.STEP-1
2024-03-10 17:36:45,953 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 280ÔÆÌ¨.STEP-1
2024-03-10 17:36:46,557 INFO  SwAddin.cs: 339 - Loading config tree
2024-03-10 17:36:46,560 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-03-10 17:36:46,563 INFO  SwAddin.cs: 344 - Showing property manager
2024-03-10 17:36:52,330 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2024-03-10 17:36:52,499 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-03-10 17:40:53,484 INFO  SwAddin.cs: 294 - Assembly export called for file µ×ÅÌ
2024-03-10 17:40:53,484 INFO  SwAddin.cs: 299 - Save is required
2024-03-10 17:40:53,486 INFO  SwAddin.cs: 313 - Saving assembly
2024-03-10 17:41:05,923 INFO  SwAddin.cs: 316 - Opening property manager
2024-03-10 17:41:05,923 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from µ×ÅÌ
2024-03-10 17:41:05,924 INFO  ExportHelperExtension.cs: 1136 - Found 35 in µ×ÅÌ
2024-03-10 17:41:05,924 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in µ×ÅÌ
2024-03-10 17:41:05,924 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-03-10 17:41:05,924 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2024-03-10 17:41:05,925 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from µ×ÅÌ.STEP-1
2024-03-10 17:41:05,925 INFO  ExportHelperExtension.cs: 1136 - Found 183 in µ×ÅÌ.STEP-1
2024-03-10 17:41:05,926 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in µ×ÅÌ.STEP-1
2024-03-10 17:41:05,926 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 280ÔÆÌ¨.STEP-1
2024-03-10 17:41:05,926 INFO  ExportHelperExtension.cs: 1136 - Found 146 in 280ÔÆÌ¨.STEP-1
2024-03-10 17:41:05,927 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 280ÔÆÌ¨.STEP-1
